id,image_id,question,relevant_articles,question_type,choices,answer,file_name
train_480,train_8_29,Biển báo cấm trong hình trên có hiệu lực với những loại xe nào sau đây ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.24'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Multiple choice,"{'A': 'Xe ô tô', 'B': 'Xe máy', 'C': 'Xe đạp', 'D': 'Xe 3 bánh và 4 bánh thô sơ'}",A,train_8_29.jpg
train_481,train_8_29,Biển báo này có cho phép xe máy quay đầu xe là đúng hay sai ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.24'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Yes/No,,Đúng,train_8_29.jpg
train_482,train_8_14,"Khi gặp các biển báo giao thông này, người tham gia giao thông cần làm gì để thể hiện văn hóa giao thông và tuân thủ pháp luật ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}]",Multiple choice,"{'A': 'Chạy chậm, không quá 40km/h', 'B': 'Khộng nên dừng xe, đỗ xe', 'C': 'Chạy nhanh vì quá nguy hiểm', 'D': 'Bóp còi inh ỏi để xin nhường đường'}",A,train_8_14.jpg
train_483,train_8_14,"Khi điều khiển xe máy trên tuyến đường này, gặp biển báo cấm như hình vẽ thì cần chạy tốc độ trên 40 km/h là đúng hay sai ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}]",Yes/No,,Sai,train_8_14.jpg
train_484,train_8_9,Khi tham gia giao thông trên đoạn đường này người điều khiển ô tô được phép chạy bao nhiêu làn đường khi chạy với tốc độ cho phép là 50km/h ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.16'}]",Multiple choice,"{'A': 3, 'B': 4, 'C': 5, 'D': 6}",D,train_8_9.jpg
train_485,train_8_26,"Khi lưu thông trên đoạn đường này, người điều khiển phương tiện tham gia giao thông được phép chạy 50km/h là đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.6'}]",Yes/No,,Đúng,train_8_26.jpg
train_486,train_8_27,"Khi lưu thông trên đoạn đường này, người điều khiển phương tiện tham gia giao thông cần lưu ý gì ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.6'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '45'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}]",Multiple choice,"{'A': 'Tốc độ cho phép tối thiểu là 60km/h và tốc độ tối đa là 90km/h', 'B': 'Chú ý có xe máy lưu thông', 'C': 'Chú ý tốc độ tối thiểu 90 km/h', 'D': 'Chú ý tốc độ tối đa 60 km/h'}",A,train_8_27.jpg
train_487,train_8_11,"Khi lưu thông trên đoạn đường này, người điều khiển phương tiện tham gia giao thông được phép chạy 50km/h là đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.6'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '45'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}]",Yes/No,,Sai,train_8_11.jpg
train_488,train_8_1,"Khi tham gia giao thông trên tuyến đường cao tốc, gặp biển báo hiệu này người điều khiển phương tiện xe cần lưu ý điều gì ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.6'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '45'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}]",Multiple choice,"{'A': 'Tốc độ xe không được phép quá 60 km/h', 'B': 'Tốc độ xe phải trên 60 km/h', 'C': 'Tốc độ xe phải trên 60 km/h và dưới 100 km/h', 'D': 'Tốc độ xe phải dưới 100 km/h'}",C,train_8_1.jpg
train_489,train_8_17,Khi lưu thông vào tuyến đường trên tốc độ có thể đi được cả 3 làn đường là bao nhiêu ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.6'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '45'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}]",Multiple choice,"{'A': 110, 'B': 90, 'C': 70, 'D': 50}",B,train_8_17.jpg
train_490,train_8_10,"Khi tham gia giao thông, tốc độ cho phép trên tuyến đường này dành cho phương tiên tham gia là bao nhiêu ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.6'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '45'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}]",Multiple choice,"{'A': 'Dưới 60km/h', 'B': 'Trên 90 km/h', 'C': 'Từ 60 km/h đến 90km/h', 'D': 'Trên 96 km/h'}",C,train_8_10.jpg
train_491,train_8_10,Tuyến đường này không giới hạn tốc độ xe chạy là đứng hay sai ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.6'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '45'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}]",Yes/No,,Sai,train_8_10.jpg
train_492,train_8_16,Khi tham gia giao thông người điều khiển phương tiện xe 3 bánh muốn lưu thông trên đoạn đường này cần lưu ý những gì để không vi phạm luật an toàn giao thông ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Multiple choice,"{'A': 'Được phép chạy tối đa 50km/h trong khung giờ từ 9:00 - 13:00', 'B': 'Được phép chạy tối đa 60km/h trong khung giờ từ 16:00 - 22:00', 'C': 'Được phép chạy tối đa 60km/h trong khung giờ từ 13:00 - 16:00', 'D': 'Được phép chạy tối đa 50km/h trong khung giờ từ 13:00 - 16:00'}",D,train_8_16.jpg
train_493,train_8_9,Khi tham gia giao thông người điều khiển xe tải chạy trong làn đường có các biển báo hiệu này nằm bên phải thì người điều khiển xe tải được phép làm gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.30'}]",Multiple choice,"{'A': 'Chạy với tốc độ 80 km/h', 'B': 'Chạy với tốc độ 40 km/h', 'C': 'Chạy với tốc độ 70 km/h', 'D': 'Được đỗ xe'}",B,train_8_9.jpg
train_494,train_8_22,"Khi lưu thông trên tuyến đường có những biển báo như thế này, người tham gia giao thông không được phép làm gì ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.30'}]",Multiple choice,"{'A': 'Cấm xi nhan, bóp còi', 'B': 'Cấm rẽ trái, phải', 'C': 'Cấm dừng và đỗ xe', 'D': 'Cấm chạy chậm'}",C,train_8_22.jpg
train_495,train_8_2,Khi gặp biển báo này thì người điều khiển phương tiện giao thông không được phép làm gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Multiple choice,"{'A': 'Đi ngược chiều', 'B': 'Đỗ xe', 'C': 'Dừng xe', 'D': 'Không được chạy vào'}",B,train_8_2.jpg
train_496,train_8_28,Các loại biển báo này thuộc loại biển báo cấm nào ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Multiple choice,"{'A': 'Cấm đỗ xe', 'B': 'Cấm vượt', 'C': 'Cấm rẽ trái, phải', 'D': 'Cấm đi ngược chiều'}",A,train_8_28.jpg
train_497,train_8_2,Biển báo này là biển báo cấm đỗ và dừng xe là đúng hay sai,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Yes/No,,Sai,train_8_2.jpg
train_498,train_8_28,Biển báo này thuộc nhóm biển báo cấm đỗ xe là đúng hay sai ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Yes/No,,Đúng,train_8_28.jpg
train_499,train_8_31,Đoạn đường trên cho phép những loại xe nào lưu thông di chuyển ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.4'}]",Multiple choice,"{'A': 'Xe máy, xe đạp', 'B': 'Xe máy, xe thô sơ', 'C': 'Xe máy và ô tô', 'D': 'Xe ô tô, xe tải'}",D,train_8_31.jpg
train_500,train_8_31,Xe máy trong hình đã vi phạm luật giao thông là đúng hay sai ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.4'}]",Yes/No,,Đúng,train_8_31.jpg
train_501,train_8_4,"Khi tham gia giao thông, gặp biển báo này thì người điều khiển phương tiện xe tải cần chú ý gì ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.6'}]",Multiple choice,"{'A': 'Tốc độ xe tối đa 5 km/h', 'B': 'Trọng tải xe tối đa không vượt quá 5 tấn', 'C': 'Tốc độ tối thiểu 5 km/h', 'D': 'Xe được phép lưu thông từ 5 tấn'}",B,train_8_4.jpg
train_502,train_8_13,Trong trường hợp trên người điều khiển ô tô đã vi phạm luật giao thông gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.7'}]",Multiple choice,"{'A': 'Đi vào khu vực có biển cấm đỗ xe', 'B': 'Đi vào khu vực có biển cấm đậu ngược chiều', 'C': 'Đi vào khu vực có biển cấm ô tô', 'D': 'Đi vào khu vực có biển cấm dừng xe'}",C,train_8_13.jpg
train_503,train_8_13,"Khi nhìn thấy biển báo giao thông này, chiếc ô tô đã dừng xe ở đó thì người điều khiển phương tiện đã vi phạm pháp luật là đúng hay sai ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.7'}]",Yes/No,,Đúng,train_8_13.jpg
train_504,train_8_3,"Khi nhìn thấy biển báo này, xe grab car (taxi) không thể đón khách tại vị trí này vào buổi trưa là đúng hay sai ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.7'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Yes/No,,Đúng,train_8_3.jpg
train_505,train_8_19,Khi người điều khiển xe khách từ 9 chổ trở lên qua đoạn đường này được phép dừng xe vào khung giờ nào ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.7'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Multiple choice,"{'A': '6:00 - 10:00', 'B': '16:00 - 22:00', 'C': '20:00 - 22:00', 'D': '10:00 - 12:00'}",D,train_8_19.jpg
train_506,train_8_3,"Theo luật an toàn giao thông, đoạn đường này cấm những phương tiện giao thông nào lưu thông từ khung giờ 9:00 - 21:00 ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.7'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Multiple choice,"{'A': 'Xe taxi, xe hợp đồng dưới 9 chổ', 'B': 'Xe buýt', 'C': 'Xe khách 16 chổ trở lên', 'D': 'Xe tải có trọng tải trên 5 tấn'}",A,train_8_3.jpg
train_507,train_8_19,Đoạn đường này có cho phép xe máy dừng xe là đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.7'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Yes/No,,Đúng,train_8_19.jpg
train_508,train_8_25,"Khi tham gia giao thông gặp những biễn báo này, những trường hợp nào được phép lưu thông qua cầu ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.7'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.10'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.12'}]",Multiple choice,"{'A': 'Người điều khiển xe khách, xe buýt', 'B': 'Người điều khiển xe máy', 'C': 'Người đi bộ', 'D': 'Người điều khiển xe đạp'}",B,train_8_25.jpg
train_509,train_8_32,Khi gặp những biển báo giao thông này những phương tiện giao thông nào được phép lưu thông qua cầu ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.7'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.10'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.12'}]",Multiple choice,"{'A': 'Xe tải dưới 3m', 'B': 'Xe khách', 'C': 'Xe đạp', 'D': 'Xe máy'}",D,train_8_32.jpg
train_510,train_8_24,Khi tham gia gặp biển báo này cần chú ý điều gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.24'}]",Multiple choice,"{'A': 'Chú ý có người qua đường', 'B': 'Chú ý có trẻ em', 'C': 'Chú ý đoạn đường dễ xảy ra tại nạn', 'D': 'Chú ý tốc độ tối thiểu'}",A,train_8_24.jpg
train_511,train_8_5,Biển báo giao thông này mang ý nghĩa là gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.24'}]",Multiple choice,"{'A': 'Biển chú ý có người qua đường', 'B': 'Biển cảnh báo có trẻ em', 'C': 'Biển báo hiệu dành cho người đi bộ', 'D': 'Biển báo hiệu cho người đi xe đạp'}",A,train_8_5.jpg
train_512,train_8_24,"Khi tham gia giao thông gặp biển báo này, người lái xe phải giảm tốc độ, quan sát kỹ và nhường đường cho người đi bộ là đúng hay sai ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.24'}]",Yes/No,,Đúng,train_8_24.jpg
train_513,train_8_33,"Khi tham gia giao thông, gặp biển báo này thì người điều khiển phương tiện giao thông cần chú ý gì ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.25'}]",Multiple choice,"{'A': 'Biển chú ý có người qua đường', 'B': 'Biển cảnh báo có trẻ em', 'C': 'Biển báo hiệu dành cho người đi bộ', 'D': 'Biển báo hiệu cho người đi xe đạp'}",B,train_8_33.jpg
train_514,train_8_30,"Khi tham gia giao thông nhìn thấy các biển báo này, người điều khiển phương tiện cần giữ an toàn vì đoạn đường này giao nhau với đường nào ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.8'}]",Multiple choice,"{'A': 'Giao nhau với đường sắt', 'B': 'Giao nhau với đường cao tốc', 'C': 'Giao nhau với đường ưu tiên', 'D': 'Giao nhau với đường không ưu tiên'}",C,train_8_30.jpg
train_515,train_8_7,"Khi nhìn thấy biển báo chỉ dẫn trên đường như thế này, người điều khiển xe máy khi tham gia giao thông được phép di chuyển như thế nào ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.13'}]",Multiple choice,"{'A': 'Được phép đi thẳng theo bảng chỉ dẫn', 'B': 'Được phép rẽ phải vào đường ô tô con', 'C': 'Được phép rẽ trái như bảng chỉ dẫn', 'D': 'Cả 3 phương án đều đúng'}",D,train_8_7.jpg
train_516,train_8_9,Khi tham gia giao thông trên đoạn đường này người điều khiển xe máy được phép chạy bao nhiêu làn đường?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.16'}]",Multiple choice,"{'A': 1, 'B': 2, 'C': 3, 'D': 4}",B,train_8_9.jpg
train_517,train_8_34,Biển báo này thường được đặt tại khu vực nào ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.17'}]",Multiple choice,"{'A': 'Biển này được đặt ở nơi bắt đầu đoạn đường nằm trong khu vực đông dân cư.', 'B': 'Biển này thường được đặt ở những vị trí dễ thấy, dễ nhận biết trên các tuyến đường dẫn đến bệnh viện, bệnh xá, trạm xá, hoặc các cơ sở y tế khác.', 'C': 'Biển này được đặt ở vị trí cuối đường dẫn vào đường cao tốc, tại vị trí bắt đầu của tuyến đường cao tốc. Biển báo này có nhiệm vụ thông báo cho người tham gia giao thông biết họ sắp bắt đầu đi vào đường cao tốc.', 'D': 'Biển này thường được đặt tại ranh giới hành chính giữa các khu vực như thành phố, tỉnh, huyện, hoặc giữa các đơn vị hành chính tương đương trên các tuyến đường'}",A,train_8_34.jpg
train_518,train_8_18,Biển báo này có ý nghĩa là gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.18'}]",Multiple choice,"{'A': 'Hết khu vực khu đông dân cư', 'B': 'Cấm xe chạy vào thành thị', 'C': 'Cấm xe chạy vào khu dân cư', 'D': 'Hết khu vực nông thôn'}",A,train_8_18.jpg
train_519,train_8_38,Biển báo giao thông này mang ý nghĩa là gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.5'}]",Multiple choice,"{'A': 'Biển báo cấm người đi bộ', 'B': 'Biển cảnh báo có trẻ em', 'C': 'Biển báo hiệu dành cho người đi bộ', 'D': 'Biển báo hiệu cho người đi xe đạp'}",C,train_8_38.jpg
train_520,train_8_36,Biển báo này thuộc loại biển báo nào ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.14'}]",Multiple choice,"{'A': 'Biển báo chỉ dẫn', 'B': 'Biển báo nguy hiểm và cảnh báo', 'C': 'Biển báo cấm', 'D': 'Biển báo hiệu lệnh'}",A,train_8_36.jpg
train_521,train_8_15,"Khi gặp biển báo này, người điều khiển phương tiện giao thông cần chú ý gì ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.14'}]",Multiple choice,"{'A': 'Đi theo bảng chỉ dẫn', 'B': 'Cấm dừng xe trên đoạn đường này', 'C': 'Cấm bóp còi', 'D': 'Cấm vượt'}",A,train_8_15.jpg
train_522,train_8_6,Biển báo này thuộc loại biển báo nào ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.19'}]",Multiple choice,"{'A': 'Biển báo chỉ dẫn', 'B': 'Biển báo nguy hiểm và cảnh báo', 'C': 'Biển báo cấm', 'D': 'Biển báo hiệu lệnh'}",A,train_8_6.jpg
